..som med hele sit mod gør dette til en primitiv, næsten stenalderagtig affære.. ; om Omar 'Den smukke prins' Gonzalez;1
..metodisk, strategisk boksning af verdensmesteren.. ; om Mads Larsen;1
..den overdådige rigdom af detaljer flyder fra Mads Larsen..;;1
..efter en lang, lang strategisk fase hamrer højren ind.. ; om Mads Larsens KO-sejr over 'Den smukke prins';1
..Gonzales kan ikke lide den gåde, der står foran ham.. ; Omar 'Den smukke prins' Gonzales vs. Mads Larsen;1
..han kan ikke lide ham, men alligevel går han ind og holder ham - det er en underlig form for kærlighed.. ; Rudy Marcussen vs. Billy Schwer;1
..med det flossede håndklæde, savtakket som var det flænset med en springkniv, over skuldrene.. ; Tyson på vej op mod ringen;1
..spørgsmålet er om han har mental kraft - yes sir, det har han.. ; fra Tysons kamp mod det høje, hvide håb John Alderson;1
..Mike Tyson har skrevet sin lov, har sat sine fingeraftryk på mr. John Alderson.. ; fra kampen mod tårnhøje Alderson;1
..har også tændt blodet i - æhm - Mikes hjerne.. ; om John Alderson;1
..Mogens er som en flagrende mosquito.. ; om Mogens Palle;1
..Mike Tyson - i sin ungdoms lysende stjernestund..;;1
..og publikum - hver gang Mikes næver lander - brølet, det hæsende hvæs, født af blodrus.. ; fra Tysons kamp mod Trevor Berbick;1
..og Tysons næver - som toget du aldrig ser i overskæringen, når du kører forbi..;;1
..resten er kun make-up, ligegyldigheder, småting - Tyson lægger nu den sidste sminke på.. ; i de døende sekunder af kampen mod Trevor Berbick;1
..og Berbick, som en dødsdømt..hænger på kanten.. ; lige før Tyson slår Trevor Berbick ud;1
..Tyson, den yngste champ i gamet, skriver endnu et kapitel i den amerikanske drøm..;;1
..huh huh, Berbick vakler, alle nerver skåret over - som en robot, hvor du fjerner alle ledninger.. ; da Tyson slår Trevor Berbick ud;1
"..Alfonso - endnu et offer plantet foran Tyson, Iron"" Mike Tyson, ""Mighty"" Mike Tyson.."" "; fra kampen mod den langlemmede Alfonso Ratliff;1
..som terroristen, der tatoverer sine ofre.. ; om Mike Tyson;1
..Alfonso har sat sig op på cyklen og spæner ringen rundt.. ; fra Tysons kamp mod Alfonso Ratliff;1
..har skabt hans ry som den mest destruktive kraft i faget.. ; om Mike Tyson;1
..og så..de sidste brikker lagt på plads..med et højre hook til kroppen.. ; da Tyson slår lemmedaskeren Alfonso Ratliff i gulvet;1
..ordene er sagt, ritualerne udført, nationalsangene er lagt bag os - dette er fighttime, showtime, action..;;1
..en puncher, showmand, fighter - professionel helt ind i nerven.. ; om ex-verdensmester Lionel Butler som Brian Nielsen sensationelt knock-outede efter bare 1.32 i 1.runde;1
..som marmorkuglen der hamrer ind i ruinen, brækker han i øjeblikket Witherspoon ned.. ; da Brian Nielsen smadrede 'Terrible' Tim Witherspoon;1
..punktum, finale, out, færdig.. ; efter Brian Nielsens 5.runde KO over 'Terrible' Tim Witherspoon;1
..hook, uppercut - hvor er det dog, i al sin dramatiske uhygge, smukt udført.. ; om unge Tysons sejr over veteranen Jesse Ferguson i '86;1
..øjnene ruller rundt i hovedet på ham som kirsebærrene i en enarmet tyveknægt.. ; fra Thyboes tid som sportsreporter på dagbladet Information (indsendt af Mikael);1
..hvis 2 boksere opdager, at de er ved at skabe noget stort, så maler de en Rembrandt på ringens kanvas..;;1
..han er ved at svæve ud mellem tovene - som et brev der bliver smidt ind igennem brevsprækken.. ; indsendt af Jan Holgersen;1
..han har stillet diagnosen, udskrevet recepten - nu mangler han bare at udlevere medicinen.. ; indsendt af Jan Holgersen;1
..eeeei, det er tydeligt at han her er ramt af akut læderforgiftning - wham bam boom.. ; en af Søren 'Mr. Perfect' Søndergaards modstandere (indsendt af Kaj Arildsen);1
Som de sidste, tunge drøn fra en fængselsklokke, morgenen før en henrettelse .. som det hule ekko fra øksehug mod en træstamme .. ramler hans næver mod fjendens kæber.;om matchen mellem Eubank og Watson i London 1991 (índsendt af Bo Gundersen);1
Ramma damma ding-dong time .. legenden er smadret;da Holyfield KO-ede Tyson (indsendt af Lasse Pedersen);1
